batch_id,material_id,manufacturing_site,manufacture_date,expiry_date,quantity,batch_status
BAT-0001191,MAT-00264,ES_BAR_01,2024-04-23,2027-04-23,28361,RELEASED
BAT-0001192,MAT-00376,FR_LYON_01,2023-12-11,2024-06-11,8955,RELEASED
BAT-0001193,MAT-00354,FR_LYON_02,2024-04-06,2027-04-06,12935,RELEASED
BAT-0001194,MAT-00268,ES_BAR_01,2024-04-04,2025-04-04,47947,RELEASED
BAT-0001195,MAT-00115,ES_BAR_01,2025-03-13,2025-09-13,25015,RELEASED
BAT-0001196,MAT-00337,FR_LYON_01,2025-01-13,2025-07-13,22460,RELEASED
BAT-0001197,MAT-00226,FR_LYON_02,2023-03-23,2026-03-23,39858,QUARANTINE
BAT-0001198,MAT-00412,ES_BAR_01,2023-08-25,2024-02-25,17950,RELEASED
BAT-0001199,MAT-00458,FR_LYON_02,2024-07-14,2026-01-14,8291,QUARANTINE
BAT-0001200,MAT-00026,FR_LYON_02,2023-12-19,2024-06-19,30600,RELEASED
BAT-0001201,MAT-00197,FR_LYON_02,2023-02-06,2025-02-06,18165,RELEASED
BAT-0001202,MAT-00451,FR_LYON_01,2024-09-05,2027-09-05,7264,RELEASED
BAT-0001203,MAT-00116,FR_LYON_02,2023-08-17,2025-02-17,37869,RELEASED
BAT-0001204,MAT-00104,FR_LYON_02,2023-08-29,2026-08-29,26132,RELEASED
BAT-0001205,MAT-00437,ES_BAR_01,2025-11-30,2027-11-30,10346,RELEASED
BAT-0001206,MAT-00105,ES_BAR_01,2023-04-25,2024-04-25,7356,RELEASED
BAT-0001207,MAT-00341,FR_LYON_02,2023-04-20,2024-10-20,49873,RELEASED
BAT-0001208,MAT-00455,FR_LYON_01,2025-11-25,2026-05-25,33478,RELEASED
BAT-0001209,MAT-00470,FR_LYON_01,2022-12-30,2023-06-30,48037,RELEASED
BAT-0001210,MAT-00250,HU_BUD_01,2023-11-17,2024-05-17,4448,RELEASED
BAT-0001211,MAT-00301,FR_LYON_02,2025-07-30,2027-07-30,40099,RELEASED
BAT-0001212,MAT-00077,FR_LYON_01,2023-09-08,2025-03-08,25176,RELEASED
BAT-0001213,MAT-00206,ES_BAR_01,2024-03-15,2026-03-15,10197,RELEASED
BAT-0001214,MAT-00238,HU_BUD_01,2024-07-24,2025-01-24,16159,REWORK
BAT-0001215,MAT-00435,FR_LYON_01,2023-12-25,2024-12-25,48647,QUARANTINE
BAT-0001216,MAT-00115,FR_LYON_02,2025-06-23,2028-06-23,12421,RELEASED
BAT-0001217,MAT-00446,ES_BAR_01,2023-07-28,2026-07-28,12951,RELEASED
BAT-0001218,MAT-00291,FR_LYON_02,2024-12-09,2025-06-09,25554,REJECTED
BAT-0001219,MAT-00440,FR_LYON_02,2024-10-05,2026-04-05,14375,RELEASED
BAT-0001220,MAT-00436,FR_LYON_02,2024-11-29,2026-11-29,34038,RELEASED
BAT-0001221,MAT-00423,FR_LYON_02,2023-01-03,2025-01-03,15642,RELEASED
BAT-0001222,MAT-00487,FR_LYON_02,2025-03-19,2028-03-19,47631,RELEASED
BAT-0001223,MAT-00032,FR_LYON_02,2023-05-02,2024-05-02,7994,RELEASED
BAT-0001224,MAT-00318,FR_LYON_02,2024-12-25,2026-06-25,1253,RELEASED
BAT-0001225,MAT-00106,FR_LYON_01,2023-11-14,2025-05-14,24534,RELEASED
BAT-0001226,MAT-00186,FR_LYON_01,2025-09-17,2028-09-17,21875,QUARANTINE
BAT-0001227,MAT-00074,HU_BUD_01,2023-02-19,2024-08-19,22199,RELEASED
BAT-0001228,MAT-00133,ES_BAR_01,2023-05-10,2023-11-10,44917,REWORK
BAT-0001229,MAT-00330,FR_LYON_02,2023-09-16,2025-09-16,15302,REJECTED
BAT-0001230,MAT-00122,ES_BAR_01,2023-06-11,2025-06-11,24549,RELEASED
BAT-0001231,MAT-00166,FR_LYON_01,2024-11-10,2026-11-10,47299,REJECTED
BAT-0001232,MAT-00412,FR_LYON_02,2025-01-31,2026-01-31,26305,QUARANTINE
BAT-0001233,MAT-00259,HU_BUD_01,2023-01-25,2024-07-25,29734,REJECTED
BAT-0001234,MAT-00084,HU_BUD_01,2024-12-01,2026-06-01,25791,RELEASED
BAT-0001235,MAT-00178,FR_LYON_02,2025-04-06,2026-04-06,33109,QUARANTINE
BAT-0001236,MAT-00459,FR_LYON_02,2024-11-12,2026-11-12,20121,QUARANTINE
BAT-0001237,MAT-00144,FR_LYON_02,2025-02-15,2027-02-15,30718,RELEASED
BAT-0001238,MAT-00095,FR_LYON_02,2024-12-06,2025-12-06,19510,QUARANTINE
BAT-0001239,MAT-00291,HU_BUD_01,2023-11-23,2024-05-23,14135,RELEASED
BAT-0001240,MAT-00243,FR_LYON_01,2024-08-04,2025-08-04,47339,RELEASED
BAT-0001241,MAT-00266,FR_LYON_01,2023-09-12,2024-09-12,6406,RELEASED
BAT-0001242,MAT-00035,FR_LYON_02,2023-04-29,2023-10-29,21146,RELEASED
BAT-0001243,MAT-00323,FR_LYON_02,2025-11-12,2027-05-12,45992,RELEASED
BAT-0001244,MAT-00059,FR_LYON_02,2024-10-04,2027-10-04,33059,QUARANTINE
BAT-0001245,MAT-00425,FR_LYON_02,2025-07-15,2026-01-15,6606,REJECTED
BAT-0001246,MAT-00043,FR_LYON_01,2023-01-02,2023-07-02,452,RELEASED
BAT-0001247,MAT-00478,ES_BAR_01,2025-09-18,2026-09-18,32114,RELEASED
BAT-0001248,MAT-00460,FR_LYON_01,2024-03-07,2024-09-07,4877,RELEASED
BAT-0001249,MAT-00168,HU_BUD_01,2023-12-03,2025-06-03,3294,RELEASED
BAT-0001250,MAT-00110,FR_LYON_01,2024-07-23,2025-07-23,39089,RELEASED
BAT-0001251,MAT-00337,FR_LYON_02,2024-09-06,2026-03-06,44130,RELEASED
BAT-0001252,MAT-00360,FR_LYON_01,2024-08-12,2025-02-12,33993,RELEASED
BAT-0001253,MAT-00283,HU_BUD_01,2023-07-18,2024-07-18,47887,QUARANTINE
BAT-0001254,MAT-00010,ES_BAR_01,2023-03-01,2024-09-01,44065,RELEASED
BAT-0001255,MAT-00156,ES_BAR_01,2023-08-21,2026-08-21,2383,RELEASED
BAT-0001256,MAT-00162,ES_BAR_01,2023-05-18,2026-05-18,15867,QUARANTINE
BAT-0001257,MAT-00184,ES_BAR_01,2025-10-07,2027-10-07,31824,RELEASED
BAT-0001258,MAT-00227,ES_BAR_01,2023-03-20,2024-03-20,13859,RELEASED
BAT-0001259,MAT-00449,FR_LYON_01,2023-11-17,2025-11-17,41531,RELEASED
BAT-0001260,MAT-00110,FR_LYON_02,2023-11-29,2024-05-29,34649,RELEASED
BAT-0001261,MAT-00409,FR_LYON_02,2023-12-26,2024-06-26,17364,RELEASED
BAT-0001262,MAT-00313,ES_BAR_01,2023-10-08,2025-10-08,34406,RELEASED
BAT-0001263,MAT-00208,HU_BUD_01,2025-02-19,2026-08-19,16932,RELEASED
BAT-0001264,MAT-00271,FR_LYON_02,2025-09-29,2027-09-29,27599,REWORK
BAT-0001265,MAT-00054,FR_LYON_02,2024-04-03,2026-04-03,41432,RELEASED
BAT-0001266,MAT-00474,HU_BUD_01,2025-04-23,2026-10-23,9243,RELEASED
BAT-0001267,MAT-00007,ES_BAR_01,2023-09-23,2024-09-23,18552,RELEASED
BAT-0001268,MAT-00146,FR_LYON_02,2025-05-13,2025-11-13,25819,RELEASED
BAT-0001269,MAT-00319,HU_BUD_01,2023-06-05,2024-06-05,40498,REJECTED
BAT-0001270,MAT-00374,HU_BUD_01,2024-01-05,2024-07-05,47862,RELEASED
BAT-0001271,MAT-00266,HU_BUD_01,2025-03-04,2025-09-04,5972,RELEASED
BAT-0001272,MAT-00335,FR_LYON_01,2023-09-10,2026-09-10,19342,RELEASED
BAT-0001273,MAT-00366,FR_LYON_01,2025-06-30,2026-06-30,49522,REWORK
BAT-0001274,MAT-00037,ES_BAR_01,2025-05-03,2026-11-03,22879,RELEASED
BAT-0001275,MAT-00324,HU_BUD_01,2024-11-29,2025-11-29,38951,RELEASED
BAT-0001276,MAT-00025,FR_LYON_02,2023-07-02,2024-07-02,25623,RELEASED
BAT-0001277,MAT-00300,FR_LYON_01,2023-03-26,2025-03-26,15672,RELEASED
BAT-0001278,MAT-00002,ES_BAR_01,2023-01-14,2025-01-14,44021,QUARANTINE
BAT-0001279,MAT-00296,HU_BUD_01,2025-09-12,2027-03-12,34816,RELEASED
BAT-0001280,MAT-00394,FR_LYON_02,2023-08-24,2025-08-24,14612,QUARANTINE
BAT-0001281,MAT-00161,ES_BAR_01,2023-03-21,2023-09-21,15929,RELEASED
BAT-0001282,MAT-00155,ES_BAR_01,2025-10-25,2027-10-25,28604,RELEASED
BAT-0001283,MAT-00053,HU_BUD_01,2023-05-13,2024-11-13,9972,RELEASED
BAT-0001284,MAT-00091,HU_BUD_01,2024-04-14,2027-04-14,5482,QUARANTINE
BAT-0001285,MAT-00318,FR_LYON_02,2024-08-06,2026-02-06,33998,RELEASED
BAT-0001286,MAT-00191,FR_LYON_01,2024-03-01,2025-03-01,17353,RELEASED
BAT-0001287,MAT-00170,FR_LYON_02,2024-06-11,2025-12-11,15423,RELEASED
BAT-0001288,MAT-00322,ES_BAR_01,2024-07-14,2026-01-14,34696,RELEASED
BAT-0001289,MAT-00349,HU_BUD_01,2025-01-14,2026-07-14,16945,REJECTED
BAT-0001290,MAT-00407,HU_BUD_01,2024-12-07,2025-06-07,40902,RELEASED
BAT-0001291,MAT-00358,FR_LYON_01,2025-03-04,2025-09-04,28198,RELEASED
BAT-0001292,MAT-00078,FR_LYON_01,2023-11-27,2026-11-27,44404,RELEASED
BAT-0001293,MAT-00100,HU_BUD_01,2023-01-14,2026-01-14,24410,QUARANTINE
BAT-0001294,MAT-00490,FR_LYON_01,2024-10-08,2026-04-08,46110,RELEASED
BAT-0001295,MAT-00362,FR_LYON_01,2024-07-08,2025-07-08,43374,QUARANTINE
BAT-0001296,MAT-00047,HU_BUD_01,2024-07-13,2025-01-13,353,RELEASED
BAT-0001297,MAT-00033,ES_BAR_01,2025-05-02,2026-05-02,26818,RELEASED
BAT-0001298,MAT-00015,ES_BAR_01,2025-03-12,2025-09-12,34858,QUARANTINE
BAT-0001299,MAT-00484,ES_BAR_01,2025-07-17,2027-01-17,33888,RELEASED
BAT-0001300,MAT-00086,FR_LYON_02,2024-07-02,2026-01-02,1836,QUARANTINE
BAT-0001301,MAT-00479,ES_BAR_01,2023-01-05,2023-07-05,40994,QUARANTINE
BAT-0001302,MAT-00171,FR_LYON_01,2024-07-24,2027-07-24,19135,RELEASED
BAT-0001303,MAT-00115,ES_BAR_01,2023-06-24,2025-06-24,2115,RELEASED
BAT-0001304,MAT-00088,FR_LYON_01,2024-06-22,2024-12-22,22843,QUARANTINE
BAT-0001305,MAT-00392,FR_LYON_02,2025-07-30,2027-07-30,26892,RELEASED
BAT-0001306,MAT-00163,ES_BAR_01,2023-11-18,2026-11-18,33842,REJECTED
BAT-0001307,MAT-00233,FR_LYON_02,2024-11-04,2026-05-04,18028,RELEASED
BAT-0001308,MAT-00058,FR_LYON_02,2024-08-10,2027-08-10,5407,RELEASED
BAT-0001309,MAT-00138,ES_BAR_01,2025-02-24,2028-02-24,21576,QUARANTINE
BAT-0001310,MAT-00170,FR_LYON_01,2023-10-21,2026-10-21,12145,RELEASED
BAT-0001311,MAT-00010,HU_BUD_01,2024-06-05,2025-12-05,15304,QUARANTINE
BAT-0001312,MAT-00376,FR_LYON_02,2023-10-07,2025-10-07,5475,RELEASED
BAT-0001313,MAT-00453,FR_LYON_01,2025-10-10,2026-10-10,40351,RELEASED
BAT-0001314,MAT-00007,FR_LYON_01,2024-12-12,2027-12-12,21925,RELEASED
BAT-0001315,MAT-00481,FR_LYON_01,2024-01-08,2024-07-08,48569,RELEASED
BAT-0001316,MAT-00152,ES_BAR_01,2023-12-09,2024-12-09,26109,QUARANTINE
BAT-0001317,MAT-00436,ES_BAR_01,2024-09-21,2027-09-21,44070,RELEASED
BAT-0001318,MAT-00452,FR_LYON_01,2024-08-05,2027-08-05,49707,RELEASED
BAT-0001319,MAT-00330,FR_LYON_01,2024-04-02,2026-04-02,20492,RELEASED
BAT-0001320,MAT-00215,FR_LYON_02,2025-07-23,2028-07-23,3434,REJECTED
BAT-0001321,MAT-00090,ES_BAR_01,2025-09-27,2026-09-27,33993,RELEASED
BAT-0001322,MAT-00274,FR_LYON_01,2023-03-19,2023-09-19,49218,QUARANTINE
BAT-0001323,MAT-00013,HU_BUD_01,2023-03-16,2024-09-16,40786,RELEASED
BAT-0001324,MAT-00247,FR_LYON_02,2024-08-14,2027-08-14,42254,RELEASED
BAT-0001325,MAT-00035,FR_LYON_02,2025-11-08,2027-11-08,15892,RELEASED
BAT-0001326,MAT-00140,ES_BAR_01,2025-08-27,2026-02-27,34023,RELEASED
BAT-0001327,MAT-00376,FR_LYON_01,2023-01-08,2024-01-08,47628,RELEASED
BAT-0001328,MAT-00321,HU_BUD_01,2025-09-23,2028-09-23,8227,QUARANTINE
BAT-0001329,MAT-00458,FR_LYON_02,2023-09-27,2025-03-27,47284,RELEASED
BAT-0001330,MAT-00310,FR_LYON_02,2025-11-22,2027-11-22,18779,RELEASED
BAT-0001331,MAT-00115,ES_BAR_01,2025-12-07,2026-12-07,15946,RELEASED
BAT-0001332,MAT-00079,ES_BAR_01,2024-04-27,2026-04-27,27438,QUARANTINE
BAT-0001333,MAT-00089,ES_BAR_01,2024-03-09,2024-09-09,4888,RELEASED
BAT-0001334,MAT-00198,ES_BAR_01,2024-05-10,2024-11-10,31682,RELEASED
BAT-0001335,MAT-00067,HU_BUD_01,2024-04-13,2025-04-13,48924,RELEASED
BAT-0001336,MAT-00300,HU_BUD_01,2024-08-25,2025-02-25,42735,RELEASED
BAT-0001337,MAT-00039,FR_LYON_02,2023-10-13,2025-04-13,28824,RELEASED
BAT-0001338,MAT-00168,HU_BUD_01,2025-04-22,2028-04-22,46494,REJECTED
BAT-0001339,MAT-00410,HU_BUD_01,2024-08-08,2026-02-08,46818,RELEASED
BAT-0001340,MAT-00216,FR_LYON_02,2023-09-29,2024-09-29,5930,RELEASED
BAT-0001341,MAT-00335,FR_LYON_02,2024-01-06,2025-07-06,28521,RELEASED
BAT-0001342,MAT-00019,ES_BAR_01,2025-08-13,2026-08-13,11880,RELEASED
BAT-0001343,MAT-00243,FR_LYON_02,2023-03-31,2024-03-31,17321,RELEASED
BAT-0001344,MAT-00441,FR_LYON_02,2025-09-19,2026-03-19,37991,RELEASED
BAT-0001345,MAT-00041,HU_BUD_01,2025-06-23,2027-06-23,36871,QUARANTINE
BAT-0001346,MAT-00350,HU_BUD_01,2025-03-24,2026-09-24,16436,REWORK
BAT-0001347,MAT-00080,FR_LYON_02,2023-02-21,2025-02-21,39687,RELEASED
BAT-0001348,MAT-00295,HU_BUD_01,2024-12-01,2026-06-01,3250,REJECTED
BAT-0001349,MAT-00133,HU_BUD_01,2024-02-18,2025-02-18,19261,QUARANTINE
BAT-0001350,MAT-00217,FR_LYON_01,2025-04-09,2027-04-09,33155,RELEASED
BAT-0001351,MAT-00028,ES_BAR_01,2024-05-11,2027-05-11,6581,RELEASED
BAT-0001352,MAT-00356,FR_LYON_02,2025-01-12,2026-01-12,2629,RELEASED
BAT-0001353,MAT-00480,ES_BAR_01,2025-02-20,2028-02-20,31324,RELEASED
BAT-0001354,MAT-00058,FR_LYON_01,2023-04-05,2023-10-05,31156,RELEASED
BAT-0001355,MAT-00434,ES_BAR_01,2023-11-11,2024-11-11,35414,RELEASED
BAT-0001356,MAT-00354,FR_LYON_01,2024-09-19,2025-03-19,10413,QUARANTINE
BAT-0001357,MAT-00168,ES_BAR_01,2023-06-06,2026-06-06,30903,RELEASED
BAT-0001358,MAT-00348,FR_LYON_01,2024-05-05,2024-11-05,26704,QUARANTINE
BAT-0001359,MAT-00488,ES_BAR_01,2023-05-09,2026-05-09,6766,RELEASED
BAT-0001360,MAT-00142,HU_BUD_01,2025-04-18,2026-04-18,33529,QUARANTINE
BAT-0001361,MAT-00034,HU_BUD_01,2025-10-30,2027-10-30,33481,RELEASED
BAT-0001362,MAT-00326,FR_LYON_02,2025-06-14,2026-06-14,44660,RELEASED
BAT-0001363,MAT-00250,HU_BUD_01,2024-08-06,2027-08-06,22608,QUARANTINE
BAT-0001364,MAT-00302,ES_BAR_01,2025-10-05,2027-10-05,48879,RELEASED
BAT-0001365,MAT-00150,FR_LYON_01,2025-04-08,2028-04-08,47343,RELEASED
BAT-0001366,MAT-00160,FR_LYON_02,2024-10-30,2025-04-30,38019,RELEASED
BAT-0001367,MAT-00499,HU_BUD_01,2025-10-02,2028-10-02,43120,RELEASED
BAT-0001368,MAT-00429,FR_LYON_01,2023-04-12,2024-04-12,46573,QUARANTINE
BAT-0001369,MAT-00238,ES_BAR_01,2023-12-07,2025-06-07,2135,RELEASED
BAT-0001370,MAT-00196,FR_LYON_02,2025-01-09,2026-07-09,42365,REWORK
BAT-0001371,MAT-00456,FR_LYON_02,2024-07-18,2026-07-18,38340,REJECTED
BAT-0001372,MAT-00160,FR_LYON_02,2023-08-10,2026-08-10,17871,RELEASED
BAT-0001373,MAT-00389,FR_LYON_02,2025-01-03,2028-01-03,36860,RELEASED
BAT-0001374,MAT-00043,ES_BAR_01,2023-01-24,2024-01-24,14376,QUARANTINE
BAT-0001375,MAT-00416,HU_BUD_01,2023-02-16,2023-08-16,3046,QUARANTINE
BAT-0001376,MAT-00209,FR_LYON_01,2024-08-16,2025-02-16,13504,RELEASED
BAT-0001377,MAT-00112,FR_LYON_01,2025-07-13,2028-07-13,43342,RELEASED
BAT-0001378,MAT-00205,ES_BAR_01,2024-05-12,2025-05-12,40931,RELEASED
BAT-0001379,MAT-00223,ES_BAR_01,2025-08-12,2026-08-12,43211,QUARANTINE
BAT-0001380,MAT-00153,FR_LYON_01,2024-01-09,2025-07-09,47486,RELEASED
BAT-0001381,MAT-00388,FR_LYON_02,2024-04-11,2025-10-11,33478,REJECTED
BAT-0001382,MAT-00203,FR_LYON_02,2022-12-12,2024-12-12,43517,RELEASED
BAT-0001383,MAT-00330,HU_BUD_01,2024-04-08,2025-10-08,24401,QUARANTINE
BAT-0001384,MAT-00220,ES_BAR_01,2023-06-15,2023-12-15,34440,QUARANTINE
BAT-0001385,MAT-00144,FR_LYON_01,2023-11-10,2025-05-10,23837,RELEASED
BAT-0001386,MAT-00282,HU_BUD_01,2023-04-15,2024-04-15,28605,RELEASED
BAT-0001387,MAT-00119,ES_BAR_01,2023-11-13,2025-05-13,34388,RELEASED
BAT-0001388,MAT-00478,ES_BAR_01,2025-03-08,2027-03-08,31102,REWORK
BAT-0001389,MAT-00090,FR_LYON_02,2023-11-27,2026-11-27,10000,RELEASED
BAT-0001390,MAT-00346,HU_BUD_01,2023-10-07,2025-04-07,36457,RELEASED
BAT-0001391,MAT-00226,FR_LYON_01,2024-11-01,2027-11-01,19917,RELEASED
BAT-0001392,MAT-00245,HU_BUD_01,2025-10-17,2027-10-17,18068,RELEASED
BAT-0001393,MAT-00099,HU_BUD_01,2023-06-24,2024-12-24,31745,REJECTED
BAT-0001394,MAT-00323,FR_LYON_01,2023-03-17,2023-09-17,15433,RELEASED
BAT-0001395,MAT-00281,FR_LYON_02,2023-07-06,2024-01-06,5400,RELEASED
BAT-0001396,MAT-00092,FR_LYON_01,2024-04-03,2026-04-03,16040,RELEASED
BAT-0001397,MAT-00418,HU_BUD_01,2024-03-18,2025-03-18,16007,RELEASED
BAT-0001398,MAT-00135,FR_LYON_02,2024-04-15,2025-04-15,1225,RELEASED
BAT-0001399,MAT-00131,ES_BAR_01,2024-06-22,2025-12-22,42863,REJECTED
BAT-0001400,MAT-00141,HU_BUD_01,2025-04-29,2027-04-29,37966,QUARANTINE
BAT-0001401,MAT-00306,FR_LYON_01,2024-04-20,2025-04-20,28781,RELEASED
BAT-0001402,MAT-00492,FR_LYON_02,2024-10-30,2026-04-30,14445,RELEASED
BAT-0001403,MAT-00337,FR_LYON_02,2025-04-25,2028-04-25,831,REJECTED
BAT-0001404,MAT-00113,FR_LYON_02,2023-03-10,2024-03-10,42369,REJECTED
BAT-0001405,MAT-00210,HU_BUD_01,2023-08-04,2024-08-04,11391,QUARANTINE
BAT-0001406,MAT-00343,HU_BUD_01,2024-09-21,2026-09-21,33877,RELEASED
BAT-0001407,MAT-00348,FR_LYON_01,2023-04-11,2024-04-11,45251,RELEASED
BAT-0001408,MAT-00168,ES_BAR_01,2024-10-24,2026-04-24,717,RELEASED
BAT-0001409,MAT-00131,HU_BUD_01,2024-01-31,2025-07-31,32985,RELEASED
BAT-0001410,MAT-00074,FR_LYON_02,2023-03-18,2025-03-18,626,RELEASED
BAT-0001411,MAT-00078,HU_BUD_01,2024-11-04,2025-05-04,13014,RELEASED
BAT-0001412,MAT-00098,FR_LYON_02,2023-07-09,2026-07-09,15517,RELEASED
BAT-0001413,MAT-00179,ES_BAR_01,2024-05-22,2024-11-22,15403,REJECTED
BAT-0001414,MAT-00488,FR_LYON_02,2025-06-10,2028-06-10,3932,RELEASED
BAT-0001415,MAT-00474,HU_BUD_01,2024-01-31,2024-07-31,18105,RELEASED
BAT-0001416,MAT-00281,FR_LYON_01,2025-03-02,2026-03-02,48323,RELEASED
BAT-0001417,MAT-00412,HU_BUD_01,2025-08-21,2028-08-21,5846,RELEASED
BAT-0001418,MAT-00393,ES_BAR_01,2025-02-20,2028-02-20,17329,RELEASED
BAT-0001419,MAT-00443,FR_LYON_02,2025-10-21,2026-10-21,33866,RELEASED
BAT-0001420,MAT-00444,ES_BAR_01,2023-10-16,2026-10-16,23489,QUARANTINE
BAT-0001421,MAT-00437,FR_LYON_02,2023-06-03,2024-06-03,46292,RELEASED
BAT-0001422,MAT-00065,FR_LYON_01,2025-11-26,2027-05-26,12539,QUARANTINE
BAT-0001423,MAT-00462,ES_BAR_01,2025-06-09,2025-12-09,29305,RELEASED
BAT-0001424,MAT-00183,FR_LYON_01,2024-02-16,2027-02-16,1059,QUARANTINE
BAT-0001425,MAT-00248,HU_BUD_01,2024-11-06,2027-11-06,20088,RELEASED
BAT-0001426,MAT-00363,FR_LYON_02,2024-05-12,2026-05-12,31725,RELEASED
BAT-0001427,MAT-00436,HU_BUD_01,2025-07-09,2026-01-09,11181,RELEASED
BAT-0001428,MAT-00265,ES_BAR_01,2023-08-16,2024-08-16,38551,RELEASED
BAT-0001429,MAT-00212,FR_LYON_01,2025-10-14,2028-10-14,15213,QUARANTINE
BAT-0001430,MAT-00199,FR_LYON_02,2025-06-15,2026-06-15,10614,RELEASED
BAT-0001431,MAT-00262,ES_BAR_01,2025-04-17,2025-10-17,33847,RELEASED
BAT-0001432,MAT-00022,FR_LYON_02,2024-09-15,2026-03-15,22536,RELEASED
BAT-0001433,MAT-00001,ES_BAR_01,2025-01-26,2027-01-26,12204,RELEASED
BAT-0001434,MAT-00240,ES_BAR_01,2025-05-24,2027-05-24,42406,RELEASED
BAT-0001435,MAT-00080,FR_LYON_01,2023-06-10,2024-12-10,19557,RELEASED
BAT-0001436,MAT-00024,ES_BAR_01,2023-12-30,2024-06-30,23718,RELEASED
BAT-0001437,MAT-00077,HU_BUD_01,2025-01-10,2025-07-10,330,RELEASED
BAT-0001438,MAT-00490,ES_BAR_01,2023-09-03,2026-09-03,34996,RELEASED
BAT-0001439,MAT-00474,ES_BAR_01,2024-09-23,2027-09-23,17776,QUARANTINE
BAT-0001440,MAT-00040,HU_BUD_01,2025-03-21,2027-03-21,33209,RELEASED
BAT-0001441,MAT-00465,FR_LYON_01,2025-12-09,2026-12-09,36744,RELEASED
BAT-0001442,MAT-00326,FR_LYON_02,2024-12-20,2027-12-20,9855,RELEASED
BAT-0001443,MAT-00080,FR_LYON_01,2024-11-14,2025-11-14,35102,RELEASED
BAT-0001444,MAT-00485,FR_LYON_01,2025-04-16,2027-04-16,48367,RELEASED
BAT-0001445,MAT-00037,HU_BUD_01,2023-11-03,2025-05-03,17403,RELEASED
BAT-0001446,MAT-00256,FR_LYON_01,2025-10-10,2026-04-10,6599,QUARANTINE
BAT-0001447,MAT-00217,FR_LYON_02,2025-03-24,2026-03-24,16600,REJECTED
BAT-0001448,MAT-00087,FR_LYON_02,2023-05-07,2024-11-07,10122,RELEASED
BAT-0001449,MAT-00155,FR_LYON_02,2025-07-12,2028-07-12,43466,QUARANTINE
BAT-0001450,MAT-00213,ES_BAR_01,2023-02-18,2026-02-18,30737,QUARANTINE
BAT-0001451,MAT-00100,FR_LYON_02,2024-06-25,2025-06-25,25723,RELEASED
BAT-0001452,MAT-00142,FR_LYON_01,2024-03-30,2025-09-30,12883,RELEASED
BAT-0001453,MAT-00008,HU_BUD_01,2025-03-17,2026-03-17,26468,RELEASED
BAT-0001454,MAT-00053,FR_LYON_02,2025-09-16,2028-09-16,9467,RELEASED
BAT-0001455,MAT-00359,HU_BUD_01,2025-07-03,2027-07-03,16949,RELEASED
BAT-0001456,MAT-00049,HU_BUD_01,2023-12-25,2025-12-25,23032,RELEASED
BAT-0001457,MAT-00434,FR_LYON_02,2024-11-10,2026-05-10,31175,RELEASED
BAT-0001458,MAT-00102,FR_LYON_01,2024-05-23,2025-11-23,36777,RELEASED
BAT-0001459,MAT-00485,FR_LYON_02,2025-04-14,2027-04-14,37646,RELEASED
BAT-0001460,MAT-00191,FR_LYON_01,2023-02-23,2026-02-23,6666,QUARANTINE
BAT-0001461,MAT-00203,FR_LYON_02,2023-05-17,2025-05-17,22720,QUARANTINE
BAT-0001462,MAT-00088,ES_BAR_01,2024-01-26,2026-01-26,36803,REJECTED
BAT-0001463,MAT-00387,FR_LYON_02,2023-09-10,2025-03-10,1851,QUARANTINE
BAT-0001464,MAT-00291,HU_BUD_01,2024-08-27,2025-08-27,12156,REJECTED
BAT-0001465,MAT-00328,FR_LYON_01,2023-08-07,2026-08-07,30672,RELEASED
BAT-0001466,MAT-00491,HU_BUD_01,2024-07-21,2026-07-21,22726,RELEASED
BAT-0001467,MAT-00498,FR_LYON_02,2024-04-21,2026-04-21,31574,REJECTED
BAT-0001468,MAT-00234,ES_BAR_01,2024-06-25,2025-12-25,21462,RELEASED
BAT-0001469,MAT-00154,FR_LYON_01,2025-04-23,2025-10-23,36620,RELEASED
BAT-0001470,MAT-00186,FR_LYON_02,2023-12-17,2025-12-17,7605,RELEASED
BAT-0001471,MAT-00011,FR_LYON_02,2024-02-29,2024-08-29,45970,REJECTED
BAT-0001472,MAT-00418,HU_BUD_01,2023-11-16,2025-11-16,46978,RELEASED
BAT-0001473,MAT-00333,FR_LYON_02,2025-09-28,2027-09-28,13077,RELEASED
BAT-0001474,MAT-00185,HU_BUD_01,2024-01-24,2026-01-24,47364,RELEASED
BAT-0001475,MAT-00278,FR_LYON_02,2025-12-07,2026-06-07,8690,REJECTED
BAT-0001476,MAT-00281,FR_LYON_02,2024-05-15,2027-05-15,38934,QUARANTINE
BAT-0001477,MAT-00232,FR_LYON_01,2025-05-22,2025-11-22,327,RELEASED
BAT-0001478,MAT-00332,ES_BAR_01,2023-11-05,2024-05-05,46091,RELEASED
BAT-0001479,MAT-00228,ES_BAR_01,2025-02-18,2026-02-18,16419,REWORK
BAT-0001480,MAT-00333,FR_LYON_01,2023-11-16,2025-05-16,30286,RELEASED
BAT-0001481,MAT-00328,FR_LYON_01,2023-07-15,2024-01-15,31226,RELEASED
BAT-0001482,MAT-00092,ES_BAR_01,2024-09-07,2025-03-07,12032,RELEASED
BAT-0001483,MAT-00234,HU_BUD_01,2024-06-26,2027-06-26,11888,RELEASED
BAT-0001484,MAT-00450,FR_LYON_02,2025-05-24,2026-05-24,32407,QUARANTINE
BAT-0001485,MAT-00441,FR_LYON_02,2023-02-23,2024-02-23,27051,RELEASED
